,video fn,first,last,gesture,consistency,,
16,P023_tissue2,504,533,G1,1,,29
17,P023_tissue2,534,563,G1,1,,29
18,P023_tissue2,564,593,G1,1,,29
19,P023_tissue2,594,623,G1,1,,29
20,P023_tissue2,624,653,G1,1,,29
21,P023_tissue2,654,683,G1,1,,29
22,P023_tissue2,684,713,G1,1,,29
23,P023_tissue2,714,743,G1,1,,29
24,P023_tissue2,765,794,G2,1,,29
25,P023_tissue2,795,824,G2,1,,29
26,P023_tissue2,825,854,G2,1,,29
27,P023_tissue2,855,884,G2,1,,29
28,P023_tissue2,885,914,G2,1,,29
29,P023_tissue2,915,944,G2,1,,29
30,P023_tissue2,954,983,G3,1,,29
31,P023_tissue2,984,1013,G3,1,,29
32,P023_tissue2,1014,1043,G3,1,,29
33,P023_tissue2,1065,1094,G4,1,,29
34,P023_tissue2,1095,1124,G4,1,,29
35,P023_tissue2,1125,1154,G4,1,,29
36,P023_tissue2,1155,1184,G4,1,,29
37,P023_tissue2,1185,1214,G4,1,,29
38,P023_tissue2,1215,1244,G4,1,,29
39,P023_tissue2,1266,1295,G3,1,,29
40,P023_tissue2,1296,1325,G3,1,,29
41,P023_tissue2,1326,1355,G3,1,,29
42,P023_tissue2,1356,1385,G3,1,,29
43,P023_tissue2,1386,1415,G3,1,,29
44,P023_tissue2,1431,1460,G4,1,,29
45,P023_tissue2,1461,1490,G4,1,,29
46,P023_tissue2,1491,1520,G4,1,,29
47,P023_tissue2,1521,1550,G4,1,,29
48,P023_tissue2,1551,1580,G4,1,,29
49,P023_tissue2,1581,1610,G4,1,,29
50,P023_tissue2,1611,1640,G4,1,,29
51,P023_tissue2,1641,1670,G4,1,,29
52,P023_tissue2,1671,1700,G4,1,,29
53,P023_tissue2,1716,1745,G3,1,,29
54,P023_tissue2,1746,1775,G3,1,,29
55,P023_tissue2,1794,1823,G4,1,,29
56,P023_tissue2,1824,1853,G4,1,,29
57,P023_tissue2,1854,1883,G4,1,,29
58,P023_tissue2,1884,1913,G4,1,,29
59,P023_tissue2,1914,1943,G4,1,,29
60,P023_tissue2,1965,1994,G3,1,,29
61,P023_tissue2,1995,2024,G3,1,,29
62,P023_tissue2,2034,2063,G4,1,,29
63,P023_tissue2,2064,2093,G4,1,,29
64,P023_tissue2,2094,2123,G4,1,,29
65,P023_tissue2,2124,2153,G4,1,,29
66,P023_tissue2,2154,2183,G4,1,,29
67,P023_tissue2,2184,2213,G4,1,,29
68,P023_tissue2,2220,2249,G3,1,,29
69,P023_tissue2,2250,2279,G3,1,,29
70,P023_tissue2,2286,2315,G4,1,,29
71,P023_tissue2,2316,2345,G4,1,,29
72,P023_tissue2,2346,2375,G4,1,,29
73,P023_tissue2,2376,2405,G4,1,,29
74,P023_tissue2,2406,2435,G4,1,,29
75,P023_tissue2,2442,2471,G0,1,,29
76,P023_tissue2,2472,2501,G0,1,,29
77,P023_tissue2,2502,2531,G0,1,,29
78,P023_tissue2,2532,2561,G0,1,,29
79,P023_tissue2,2562,2591,G0,1,,29
80,P023_tissue2,2592,2621,G0,1,,29
81,P023_tissue2,2622,2651,G0,1,,29
82,P023_tissue2,2652,2681,G0,1,,29
83,P023_tissue2,2682,2711,G0,1,,29
84,P023_tissue2,2712,2741,G0,1,,29
85,P023_tissue2,2742,2771,G0,1,,29
86,P023_tissue2,2772,2801,G0,1,,29
87,P023_tissue2,2802,2831,G0,1,,29
88,P023_tissue2,2844,2873,G5,1,,29
89,P023_tissue2,2874,2903,G5,1,,29
90,P023_tissue2,2931,2960,G0,1,,29
91,P023_tissue2,2961,2990,G0,1,,29
92,P023_tissue2,2991,3020,G0,1,,29
93,P023_tissue2,3021,3050,G0,1,,29
94,P023_tissue2,3051,3080,G0,1,,29
95,P023_tissue2,3081,3110,G0,1,,29
96,P023_tissue2,3111,3140,G0,1,,29
97,P023_tissue2,3141,3170,G0,1,,29
98,P023_tissue2,3171,3200,G0,1,,29
99,P023_tissue2,3201,3230,G0,1,,29
100,P023_tissue2,3231,3260,G0,1,,29
101,P023_tissue2,3261,3290,G0,1,,29
102,P023_tissue2,3291,3320,G0,1,,29
103,P023_tissue2,3321,3350,G0,1,,29
104,P023_tissue2,3351,3380,G0,1,,29
105,P023_tissue2,3381,3410,G0,1,,29
106,P023_tissue2,3411,3440,G0,1,,29
107,P023_tissue2,3441,3470,G0,1,,29
108,P023_tissue2,3471,3500,G0,1,,29
109,P023_tissue2,3501,3530,G0,1,,29
110,P023_tissue2,3531,3560,G0,1,,29
111,P023_tissue2,3579,3608,G1,1,,29
112,P023_tissue2,3609,3638,G1,1,,29
113,P023_tissue2,3639,3668,G1,1,,29
114,P023_tissue2,3669,3698,G1,1,,29
115,P023_tissue2,3699,3728,G1,1,,29
116,P023_tissue2,3729,3758,G1,1,,29
117,P023_tissue2,3759,3788,G1,1,,29
118,P023_tissue2,3789,3818,G1,1,,29
119,P023_tissue2,3819,3848,G1,1,,29
120,P023_tissue2,3849,3878,G1,1,,29
121,P023_tissue2,3879,3908,G1,1,,29
122,P023_tissue2,3909,3938,G1,1,,29
123,P023_tissue2,3939,3968,G1,1,,29
124,P023_tissue2,3975,4004,G2,1,,29
125,P023_tissue2,4005,4034,G2,1,,29
126,P023_tissue2,4035,4064,G2,1,,29
127,P023_tissue2,4065,4094,G2,1,,29
128,P023_tissue2,4095,4124,G2,1,,29
129,P023_tissue2,4125,4154,G2,1,,29
130,P023_tissue2,4155,4184,G2,1,,29
131,P023_tissue2,4185,4214,G2,1,,29
132,P023_tissue2,4242,4271,G3,1,,29
133,P023_tissue2,4272,4301,G3,1,,29
134,P023_tissue2,4311,4340,G0,1,,29
135,P023_tissue2,4341,4370,G0,1,,29
136,P023_tissue2,4371,4400,G0,1,,29
137,P023_tissue2,4401,4430,G0,1,,29
138,P023_tissue2,4431,4460,G0,1,,29
139,P023_tissue2,4461,4490,G0,1,,29
140,P023_tissue2,4491,4520,G0,1,,29
141,P023_tissue2,4521,4550,G0,1,,29
142,P023_tissue2,4551,4580,G0,1,,29
143,P023_tissue2,4581,4610,G0,1,,29
144,P023_tissue2,4611,4640,G0,1,,29
145,P023_tissue2,4641,4670,G0,1,,29
146,P023_tissue2,4671,4700,G1,1,,29
147,P023_tissue2,4701,4730,G1,1,,29
148,P023_tissue2,4731,4760,G1,1,,29
149,P023_tissue2,4761,4790,G1,1,,29
150,P023_tissue2,4791,4820,G1,1,,29
151,P023_tissue2,4821,4850,G1,1,,29
152,P023_tissue2,4851,4880,G1,1,,29
153,P023_tissue2,4881,4910,G1,1,,29
154,P023_tissue2,4911,4940,G1,1,,29
155,P023_tissue2,4941,4970,G1,1,,29
156,P023_tissue2,4971,5000,G1,1,,29
157,P023_tissue2,5013,5042,G2,1,,29
158,P023_tissue2,5043,5072,G2,1,,29
159,P023_tissue2,5088,5117,G3,1,,29
160,P023_tissue2,5118,5147,G3,1,,29
161,P023_tissue2,5148,5177,G3,1,,29
162,P023_tissue2,5178,5207,G3,1,,29
163,P023_tissue2,5223,5252,G4,1,,29
164,P023_tissue2,5253,5282,G4,1,,29
165,P023_tissue2,5283,5312,G4,1,,29
166,P023_tissue2,5313,5342,G4,1,,29
167,P023_tissue2,5343,5372,G4,1,,29
168,P023_tissue2,5373,5402,G4,1,,29
169,P023_tissue2,5412,5441,G3,1,,29
170,P023_tissue2,5442,5471,G3,1,,29
171,P023_tissue2,5490,5519,G4,1,,29
172,P023_tissue2,5520,5549,G4,1,,29
173,P023_tissue2,5550,5579,G4,1,,29
174,P023_tissue2,5580,5609,G4,1,,29
175,P023_tissue2,5610,5639,G4,1,,29
176,P023_tissue2,5646,5675,G3,1,,29
177,P023_tissue2,5697,5726,G4,1,,29
178,P023_tissue2,5727,5756,G4,1,,29
179,P023_tissue2,5757,5786,G4,1,,29
180,P023_tissue2,5790,5819,G3,1,,29
181,P023_tissue2,5820,5849,G3,1,,29
182,P023_tissue2,5856,5885,G4,1,,29
183,P023_tissue2,5886,5915,G4,1,,29
184,P023_tissue2,5916,5945,G4,1,,29
185,P023_tissue2,5949,5978,G3,1,,29
186,P023_tissue2,5979,6008,G3,1,,29
187,P023_tissue2,6018,6047,G4,1,,29
188,P023_tissue2,6048,6077,G4,1,,29
189,P023_tissue2,6078,6107,G4,1,,29
190,P023_tissue2,6111,6140,G0,1,,29
191,P023_tissue2,6141,6170,G0,1,,29
192,P023_tissue2,6171,6200,G0,1,,29
193,P023_tissue2,6201,6230,G0,1,,29
194,P023_tissue2,6231,6260,G0,1,,29
195,P023_tissue2,6285,6314,G5,1,,29
196,P023_tissue2,6315,6344,G5,1,,29
197,P023_tissue2,6372,6401,G0,1,,29
198,P023_tissue2,6402,6431,G0,1,,29
199,P023_tissue2,6432,6461,G0,1,,29
200,P023_tissue2,6462,6491,G0,1,,29
201,P023_tissue2,6492,6521,G0,1,,29
202,P023_tissue2,6522,6551,G0,1,,29
203,P023_tissue2,6552,6581,G0,1,,29
204,P023_tissue2,6582,6611,G0,1,,29
205,P023_tissue2,6612,6641,G0,1,,29
206,P023_tissue2,6642,6671,G0,1,,29
207,P023_tissue2,6672,6701,G0,1,,29
208,P023_tissue2,6702,6731,G0,1,,29
209,P023_tissue2,6732,6761,G0,1,,29
210,P023_tissue2,6765,6794,G1,1,,29
211,P023_tissue2,6795,6824,G1,1,,29
212,P023_tissue2,6825,6854,G1,1,,29
213,P023_tissue2,6855,6884,G1,1,,29
214,P023_tissue2,6885,6914,G1,1,,29
215,P023_tissue2,6915,6944,G1,1,,29
216,P023_tissue2,6945,6974,G1,1,,29
217,P023_tissue2,6975,7004,G1,1,,29
218,P023_tissue2,7005,7034,G1,1,,29
219,P023_tissue2,7053,7082,G2,1,,29
220,P023_tissue2,7083,7112,G2,1,,29
221,P023_tissue2,7113,7142,G2,1,,29
222,P023_tissue2,7143,7172,G2,1,,29
223,P023_tissue2,7173,7202,G2,1,,29
224,P023_tissue2,7215,7244,G3,1,,29
225,P023_tissue2,7245,7274,G3,1,,29
226,P023_tissue2,7293,7322,G0,1,,29
227,P023_tissue2,7323,7352,G0,1,,29
228,P023_tissue2,7353,7382,G0,1,,29
229,P023_tissue2,7383,7412,G0,1,,29
230,P023_tissue2,7413,7442,G0,1,,29
231,P023_tissue2,7443,7472,G0,1,,29
232,P023_tissue2,7473,7502,G0,1,,29
233,P023_tissue2,7503,7532,G0,1,,29
234,P023_tissue2,7533,7562,G0,1,,29
235,P023_tissue2,7563,7592,G0,1,,29
236,P023_tissue2,7593,7622,G0,1,,29
237,P023_tissue2,7623,7652,G0,1,,29
238,P023_tissue2,7653,7682,G0,1,,29
239,P023_tissue2,7686,7715,G1,1,,29
240,P023_tissue2,7716,7745,G1,1,,29
241,P023_tissue2,7746,7775,G1,1,,29
242,P023_tissue2,7776,7805,G1,1,,29
243,P023_tissue2,7806,7835,G1,1,,29
244,P023_tissue2,7836,7865,G1,1,,29
245,P023_tissue2,7866,7895,G1,1,,29
246,P023_tissue2,7896,7925,G1,1,,29
247,P023_tissue2,7926,7955,G1,1,,29
248,P023_tissue2,7956,7985,G1,1,,29
249,P023_tissue2,7986,8015,G1,1,,29
250,P023_tissue2,8019,8048,G2,1,,29
251,P023_tissue2,8049,8078,G2,1,,29
252,P023_tissue2,8079,8108,G2,1,,29
253,P023_tissue2,8136,8165,G3,1,,29
254,P023_tissue2,8166,8195,G3,1,,29
255,P023_tissue2,8196,8225,G3,1,,29
256,P023_tissue2,8226,8255,G3,1,,29
257,P023_tissue2,8256,8285,G3,1,,29
258,P023_tissue2,8298,8327,G0,1,,29
259,P023_tissue2,8328,8357,G0,1,,29
260,P023_tissue2,8358,8387,G0,1,,29
261,P023_tissue2,8397,8426,G3,1,,29
262,P023_tissue2,8427,8456,G3,1,,29
263,P023_tissue2,8469,8498,G0,1,,29
264,P023_tissue2,8499,8528,G0,1,,29
265,P023_tissue2,8529,8558,G0,1,,29
266,P023_tissue2,8559,8588,G0,1,,29
267,P023_tissue2,8589,8618,G0,1,,29
268,P023_tissue2,8619,8648,G0,1,,29
269,P023_tissue2,8649,8678,G0,1,,29
270,P023_tissue2,8679,8708,G0,1,,29
271,P023_tissue2,8709,8738,G0,1,,29
272,P023_tissue2,8739,8768,G0,1,,29
273,P023_tissue2,8769,8798,G0,1,,29
274,P023_tissue2,8799,8828,G0,1,,29
275,P023_tissue2,8829,8858,G0,1,,29
276,P023_tissue2,8859,8888,G0,1,,29
277,P023_tissue2,8892,8921,G1,1,,29
278,P023_tissue2,8922,8951,G1,1,,29
279,P023_tissue2,8952,8981,G1,1,,29
280,P023_tissue2,8982,9011,G1,1,,29
281,P023_tissue2,9012,9041,G1,1,,29
282,P023_tissue2,9042,9071,G1,1,,29
283,P023_tissue2,9072,9101,G1,1,,29
284,P023_tissue2,9108,9137,G2,1,,29
285,P023_tissue2,9138,9167,G2,1,,29
286,P023_tissue2,9168,9197,G2,1,,29
287,P023_tissue2,9213,9242,G3,1,,29
288,P023_tissue2,9243,9272,G3,1,,29
289,P023_tissue2,9273,9302,G3,1,,29
290,P023_tissue2,9303,9332,G3,1,,29
291,P023_tissue2,9360,9389,G4,1,,29
292,P023_tissue2,9390,9419,G4,1,,29
293,P023_tissue2,9420,9449,G4,1,,29
294,P023_tissue2,9450,9479,G4,1,,29
295,P023_tissue2,9480,9509,G4,1,,29
296,P023_tissue2,9537,9566,G3,1,,29
297,P023_tissue2,9567,9596,G3,1,,29
298,P023_tissue2,9609,9638,G4,1,,29
299,P023_tissue2,9639,9668,G4,1,,29
300,P023_tissue2,9669,9698,G4,1,,29
301,P023_tissue2,9699,9728,G0,1,,29
302,P023_tissue2,9729,9758,G0,1,,29
303,P023_tissue2,9759,9788,G0,1,,29
304,P023_tissue2,9789,9818,G0,1,,29
305,P023_tissue2,9819,9848,G0,1,,29
306,P023_tissue2,9849,9878,G0,1,,29
307,P023_tissue2,9879,9908,G0,1,,29
308,P023_tissue2,9909,9938,G0,1,,29
309,P023_tissue2,9963,9992,G3,1,,29
310,P023_tissue2,10020,10049,G4,1,,29
311,P023_tissue2,10050,10079,G4,1,,29
312,P023_tissue2,10080,10109,G4,1,,29
313,P023_tissue2,10137,10166,G3,1,,29
314,P023_tissue2,10194,10223,G0,1,,29
315,P023_tissue2,10230,10259,G3,1,,29
316,P023_tissue2,10260,10289,G3,1,,29
317,P023_tissue2,10299,10328,G0,1,,29
318,P023_tissue2,10329,10358,G0,1,,29
319,P023_tissue2,10359,10388,G3,1,,29
320,P023_tissue2,10389,10418,G3,1,,29
321,P023_tissue2,10419,10448,G3,1,,29
322,P023_tissue2,10476,10505,G0,1,,29
323,P023_tissue2,10533,10562,G3,1,,29
324,P023_tissue2,10563,10592,G3,1,,29
325,P023_tissue2,10593,10622,G3,1,,29
326,P023_tissue2,10623,10652,G3,1,,29
327,P023_tissue2,10662,10691,G4,1,,29
328,P023_tissue2,10692,10721,G4,1,,29
329,P023_tissue2,10722,10751,G4,1,,29
330,P023_tissue2,10779,10808,G3,1,,29
331,P023_tissue2,10809,10838,G3,1,,29
332,P023_tissue2,10857,10886,G3,1,,29
333,P023_tissue2,10887,10916,G3,1,,29
334,P023_tissue2,10917,10946,G4,1,,29
335,P023_tissue2,10947,10976,G4,1,,29
336,P023_tissue2,10977,11006,G4,1,,29
337,P023_tissue2,11025,11054,G3,1,,29
338,P023_tissue2,11055,11084,G3,1,,29
339,P023_tissue2,11097,11126,G0,1,,29
340,P023_tissue2,11142,11171,G3,1,,29
341,P023_tissue2,11172,11201,G3,1,,29
342,P023_tissue2,11202,11231,G3,1,,29
343,P023_tissue2,11250,11279,G4,1,,29
344,P023_tissue2,11280,11309,G4,1,,29
345,P023_tissue2,11310,11339,G4,1,,29
346,P023_tissue2,11364,11393,G0,1,,29
347,P023_tissue2,11394,11423,G0,1,,29
348,P023_tissue2,11424,11453,G0,1,,29
349,P023_tissue2,11454,11483,G5,1,,29
350,P023_tissue2,11484,11513,G5,1,,29
351,P023_tissue2,11514,11543,G5,1,,29
352,P023_tissue2,11571,11600,G0,1,,29
353,P023_tissue2,11601,11630,G0,1,,29
354,P023_tissue2,11631,11660,G0,1,,29
355,P023_tissue2,11661,11690,G0,1,,29
356,P023_tissue2,11691,11720,G0,1,,29
0,P024_balloon1,0,29,G0,1,,29
1,P024_balloon1,30,59,G0,1,,29
2,P024_balloon1,60,89,G0,1,,29
3,P024_balloon1,90,119,G0,1,,29
4,P024_balloon1,120,149,G0,1,,29
5,P024_balloon1,150,179,G0,1,,29
6,P024_balloon1,180,209,G0,1,,29
7,P024_balloon1,210,239,G0,1,,29
8,P024_balloon1,240,269,G0,1,,29
9,P024_balloon1,270,299,G0,1,,29
10,P024_balloon1,300,329,G0,1,,29
11,P024_balloon1,330,359,G0,1,,29
12,P024_balloon1,360,389,G0,1,,29
13,P024_balloon1,390,419,G0,1,,29
14,P024_balloon1,420,449,G0,1,,29
15,P024_balloon1,450,479,G0,1,,29
16,P024_balloon1,504,533,G1,1,,29
17,P024_balloon1,534,563,G1,1,,29
18,P024_balloon1,564,593,G1,1,,29
19,P024_balloon1,594,623,G1,1,,29
20,P024_balloon1,624,653,G1,1,,29
21,P024_balloon1,654,683,G1,1,,29
22,P024_balloon1,684,713,G1,1,,29
23,P024_balloon1,726,755,G2,1,,29
24,P024_balloon1,756,785,G2,1,,29
25,P024_balloon1,786,815,G2,1,,29
26,P024_balloon1,816,845,G2,1,,29
27,P024_balloon1,846,875,G2,1,,29
28,P024_balloon1,876,905,G2,1,,29
29,P024_balloon1,906,935,G2,1,,29
30,P024_balloon1,936,965,G2,1,,29
31,P024_balloon1,966,995,G2,1,,29
32,P024_balloon1,996,1025,G2,1,,29
33,P024_balloon1,1026,1055,G2,1,,29
34,P024_balloon1,1059,1088,G3,1,,29
35,P024_balloon1,1089,1118,G3,1,,29
36,P024_balloon1,1119,1148,G3,1,,29
37,P024_balloon1,1152,1181,G0,1,,29
38,P024_balloon1,1182,1211,G0,1,,29
39,P024_balloon1,1227,1256,G3,1,,29
40,P024_balloon1,1257,1286,G3,1,,29
41,P024_balloon1,1287,1316,G3,1,,29
42,P024_balloon1,1317,1346,G3,1,,29
43,P024_balloon1,1347,1376,G3,1,,29
44,P024_balloon1,1377,1406,G3,1,,29
45,P024_balloon1,1407,1436,G3,1,,29
46,P024_balloon1,1437,1466,G4,1,,29
47,P024_balloon1,1467,1496,G4,1,,29
48,P024_balloon1,1497,1526,G4,1,,29
49,P024_balloon1,1527,1556,G4,1,,29
50,P024_balloon1,1572,1601,G3,1,,29
51,P024_balloon1,1602,1631,G3,1,,29
52,P024_balloon1,1632,1661,G3,1,,29
53,P024_balloon1,1662,1691,G4,1,,29
54,P024_balloon1,1692,1721,G4,1,,29
55,P024_balloon1,1722,1751,G3,1,,29
56,P024_balloon1,1752,1781,G3,1,,29
57,P024_balloon1,1791,1820,G4,1,,29
58,P024_balloon1,1821,1850,G4,1,,29
59,P024_balloon1,1863,1892,G3,1,,29
60,P024_balloon1,1893,1922,G3,1,,29
61,P024_balloon1,1944,1973,G4,1,,29
62,P024_balloon1,1998,2027,G0,1,,29
63,P024_balloon1,2028,2057,G0,1,,29
64,P024_balloon1,2058,2087,G0,1,,29
65,P024_balloon1,2088,2117,G0,1,,29
66,P024_balloon1,2118,2147,G0,1,,29
67,P024_balloon1,2148,2177,G0,1,,29
68,P024_balloon1,2178,2207,G0,1,,29
69,P024_balloon1,2211,2240,G5,1,,29
70,P024_balloon1,2241,2270,G5,1,,29
71,P024_balloon1,2286,2315,G0,1,,29
72,P024_balloon1,2316,2345,G0,1,,29
73,P024_balloon1,2346,2375,G0,1,,29
74,P024_balloon1,2376,2405,G0,1,,29
75,P024_balloon1,2406,2435,G0,1,,29
76,P024_balloon1,2436,2465,G0,1,,29
77,P024_balloon1,2466,2495,G0,1,,29
78,P024_balloon1,2496,2525,G0,1,,29
79,P024_balloon1,2526,2555,G0,1,,29
80,P024_balloon1,2556,2585,G0,1,,29
81,P024_balloon1,2586,2615,G0,1,,29
82,P024_balloon1,2616,2645,G0,1,,29
83,P024_balloon1,2646,2675,G0,1,,29
84,P024_balloon1,2676,2705,G0,1,,29
85,P024_balloon1,2706,2735,G0,1,,29
86,P024_balloon1,2736,2765,G0,1,,29
87,P024_balloon1,2766,2795,G0,1,,29
88,P024_balloon1,2796,2825,G0,1,,29
89,P024_balloon1,2826,2855,G0,1,,29
90,P024_balloon1,2865,2894,G1,1,,29
91,P024_balloon1,2895,2924,G1,1,,29
92,P024_balloon1,2925,2954,G1,1,,29
93,P024_balloon1,2955,2984,G1,1,,29
94,P024_balloon1,2985,3014,G1,1,,29
95,P024_balloon1,3015,3044,G1,1,,29
96,P024_balloon1,3045,3074,G1,1,,29
97,P024_balloon1,3075,3104,G1,1,,29
98,P024_balloon1,3105,3134,G1,1,,29
99,P024_balloon1,3147,3176,G2,1,,29
100,P024_balloon1,3177,3206,G2,1,,29
101,P024_balloon1,3207,3236,G2,1,,29
102,P024_balloon1,3237,3266,G2,1,,29
103,P024_balloon1,3267,3296,G2,1,,29
104,P024_balloon1,3297,3326,G2,1,,29
105,P024_balloon1,3327,3356,G2,1,,29
106,P024_balloon1,3357,3386,G2,1,,29
107,P024_balloon1,3411,3440,G3,1,,29
108,P024_balloon1,3441,3470,G3,1,,29
109,P024_balloon1,3471,3500,G3,1,,29
110,P024_balloon1,3501,3530,G3,1,,29
111,P024_balloon1,3531,3560,G3,1,,29
112,P024_balloon1,3561,3590,G3,1,,29
113,P024_balloon1,3591,3620,G4,1,,29
114,P024_balloon1,3621,3650,G4,1,,29
115,P024_balloon1,3663,3692,G3,1,,29
116,P024_balloon1,3693,3722,G3,1,,29
117,P024_balloon1,3744,3773,G4,1,,29
118,P024_balloon1,3774,3803,G4,1,,29
119,P024_balloon1,3804,3833,G3,1,,29
120,P024_balloon1,3834,3863,G3,1,,29
121,P024_balloon1,3864,3893,G3,1,,29
122,P024_balloon1,3900,3929,G4,1,,29
123,P024_balloon1,3948,3977,G3,1,,29
124,P024_balloon1,3978,4007,G3,1,,29
125,P024_balloon1,4035,4064,G4,1,,29
126,P024_balloon1,4065,4094,G4,1,,29
127,P024_balloon1,4116,4145,G0,1,,29
128,P024_balloon1,4146,4175,G0,1,,29
129,P024_balloon1,4176,4205,G0,1,,29
130,P024_balloon1,4206,4235,G0,1,,29
131,P024_balloon1,4236,4265,G0,1,,29
132,P024_balloon1,4266,4295,G0,1,,29
133,P024_balloon1,4311,4340,G5,1,,29
134,P024_balloon1,4359,4388,G0,1,,29
135,P024_balloon1,4389,4418,G0,1,,29
136,P024_balloon1,4419,4448,G0,1,,29
137,P024_balloon1,4449,4478,G0,1,,29
138,P024_balloon1,4479,4508,G0,1,,29
139,P024_balloon1,4509,4538,G0,1,,29
140,P024_balloon1,4539,4568,G0,1,,29
141,P024_balloon1,4569,4598,G0,1,,29
142,P024_balloon1,4599,4628,G0,1,,29
143,P024_balloon1,4629,4658,G0,1,,29
144,P024_balloon1,4659,4688,G0,1,,29
145,P024_balloon1,4689,4718,G0,1,,29
146,P024_balloon1,4719,4748,G0,1,,29
147,P024_balloon1,4749,4778,G0,1,,29
148,P024_balloon1,4779,4808,G0,1,,29
149,P024_balloon1,4809,4838,G0,1,,29
150,P024_balloon1,4839,4868,G0,1,,29
151,P024_balloon1,4869,4898,G0,1,,29
152,P024_balloon1,4899,4928,G0,1,,29
153,P024_balloon1,4929,4958,G0,1,,29
154,P024_balloon1,4959,4988,G0,1,,29
155,P024_balloon1,4989,5018,G0,1,,29
156,P024_balloon1,5019,5048,G0,1,,29
157,P024_balloon1,5049,5078,G0,1,,29
158,P024_balloon1,5079,5108,G0,1,,29
159,P024_balloon1,5109,5138,G0,1,,29
160,P024_balloon1,5139,5168,G0,1,,29
161,P024_balloon1,5169,5198,G0,1,,29
162,P024_balloon1,5199,5228,G0,1,,29
163,P024_balloon1,5229,5258,G0,1,,29
164,P024_balloon1,5259,5288,G1,1,,29
165,P024_balloon1,5289,5318,G1,1,,29
166,P024_balloon1,5319,5348,G1,1,,29
167,P024_balloon1,5349,5378,G1,1,,29
168,P024_balloon1,5379,5408,G1,1,,29
169,P024_balloon1,5409,5438,G1,1,,29
170,P024_balloon1,5454,5483,G2,1,,29
171,P024_balloon1,5484,5513,G2,1,,29
172,P024_balloon1,5514,5543,G2,1,,29
173,P024_balloon1,5544,5573,G2,1,,29
174,P024_balloon1,5574,5603,G2,1,,29
175,P024_balloon1,5604,5633,G2,1,,29
176,P024_balloon1,5646,5675,G3,1,,29
177,P024_balloon1,5676,5705,G3,1,,29
178,P024_balloon1,5706,5735,G3,1,,29
179,P024_balloon1,5736,5765,G3,1,,29
180,P024_balloon1,5787,5816,G3,1,,29
181,P024_balloon1,5817,5846,G3,1,,29
182,P024_balloon1,5847,5876,G3,1,,29
183,P024_balloon1,5877,5906,G3,1,,29
184,P024_balloon1,5922,5951,G4,1,,29
185,P024_balloon1,5952,5981,G4,1,,29
186,P024_balloon1,5982,6011,G4,1,,29
187,P024_balloon1,6012,6041,G3,1,,29
188,P024_balloon1,6042,6071,G3,1,,29
189,P024_balloon1,6084,6113,G4,1,,29
190,P024_balloon1,6135,6164,G3,1,,29
191,P024_balloon1,6165,6194,G3,1,,29
192,P024_balloon1,6213,6242,G4,1,,29
193,P024_balloon1,6261,6290,G3,1,,29
194,P024_balloon1,6291,6320,G3,1,,29
195,P024_balloon1,6327,6356,G4,1,,29
196,P024_balloon1,6384,6413,G0,1,,29
197,P024_balloon1,6414,6443,G0,1,,29
198,P024_balloon1,6444,6473,G0,1,,29
199,P024_balloon1,6474,6503,G0,1,,29
200,P024_balloon1,6504,6533,G0,1,,29
201,P024_balloon1,6534,6563,G0,1,,29
202,P024_balloon1,6591,6620,G5,1,,29
203,P024_balloon1,6639,6668,G0,1,,29
204,P024_balloon1,6669,6698,G0,1,,29
205,P024_balloon1,6699,6728,G0,1,,29
0,P024_balloon2,0,29,G0,1,,29
1,P024_balloon2,30,59,G0,1,,29
2,P024_balloon2,60,89,G0,1,,29
3,P024_balloon2,90,119,G0,1,,29
4,P024_balloon2,120,149,G0,1,,29
5,P024_balloon2,150,179,G0,1,,29
6,P024_balloon2,180,209,G0,1,,29
7,P024_balloon2,210,239,G0,1,,29
8,P024_balloon2,240,269,G0,1,,29
9,P024_balloon2,270,299,G0,1,,29
10,P024_balloon2,300,329,G0,1,,29
11,P024_balloon2,330,359,G0,1,,29
12,P024_balloon2,360,389,G0,1,,29
13,P024_balloon2,390,419,G0,1,,29
14,P024_balloon2,420,449,G0,1,,29
15,P024_balloon2,450,479,G0,1,,29
16,P024_balloon2,480,509,G0,1,,29
17,P024_balloon2,510,539,G0,1,,29
18,P024_balloon2,540,569,G0,1,,29
19,P024_balloon2,570,599,G0,1,,29
20,P024_balloon2,600,629,G0,1,,29
21,P024_balloon2,630,659,G0,1,,29
22,P024_balloon2,660,689,G0,1,,29
23,P024_balloon2,690,719,G0,1,,29
24,P024_balloon2,720,749,G0,1,,29
25,P024_balloon2,750,779,G0,1,,29
26,P024_balloon2,783,812,G1,1,,29
27,P024_balloon2,813,842,G1,1,,29
28,P024_balloon2,843,872,G1,1,,29
29,P024_balloon2,873,902,G1,1,,29
30,P024_balloon2,903,932,G1,1,,29
31,P024_balloon2,933,962,G1,1,,29
32,P024_balloon2,963,992,G1,1,,29
33,P024_balloon2,993,1022,G1,1,,29
34,P024_balloon2,1023,1052,G1,1,,29
35,P024_balloon2,1080,1109,G2,1,,29
36,P024_balloon2,1110,1139,G2,1,,29
37,P024_balloon2,1140,1169,G2,1,,29
38,P024_balloon2,1170,1199,G2,1,,29
39,P024_balloon2,1200,1229,G2,1,,29
40,P024_balloon2,1230,1259,G2,1,,29
41,P024_balloon2,1260,1289,G2,1,,29
